timestamp,motor_0,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,motor_7,motor_8,motor_9,motor_10,motor_11
1747657995.2420893,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2471466,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2521696,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2571278,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2619295,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2671351,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2718766,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2770822,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.2819736,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.287261,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.540183,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.5957687,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.6488857,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.6998448,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.7485552,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.7969732,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.8451355,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.893947,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.9426544,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657995.9917934,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.0410683,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.09699,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.1472855,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.1942098,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.2461145,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.294151,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.3478372,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.3964689,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.4444795,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.4937108,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.5431015,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.5930476,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.6425161,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.6920056,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.748622,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.798438,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.847488,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.89749,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.9475846,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657996.9996336,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657997.0587842,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657997.1086905,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
1747657997.1582665,-0.10000000149011612,0.800000011920929,-1.5,0.10000000149011612,0.800000011920929,-1.5,-0.10000000149011612,1.0,-1.5,0.10000000149011612,1.0,-1.5
